ID,code,text
bbf1b658-703b-4501-aade-8e1ebb96f7e8,DBC,dB(C)
cef29561-157f-4ecf-908d-a6998fe3c164,DEG,Degree
b7c702a7-8587-4ea7-85e6-24c7e640fee5,DGP,ADR Points
701b327f-a610-45f5-a18d-2e164c46176c,DM,dm
e3acab93-2424-47fa-a5f3-933fd023019f,DR,Drum
316b4b9e-e46b-475c-8a1c-fdffe2477fb7,DZ,Dozen
8d819c1b-5693-4432-a9f5-60882e8b2a23,E34,Gbyte
6a0a0fac-5ce5-447e-97b5-9a130ab795af,E35,Tbyte
55ebdb7d-8be5-4f7d-9deb-90238e6acd97,E36,Pbyte
522cb89c-3069-4169-9ec9-3a8b8cafaff5,E59,Eibyte
7069310f-e156-42ba-8b2d-a4f193252bec,E60,Pibyte
f3a48b83-458c-4dd4-be86-e6cd94f991b9,E61,Tibyte
e1a49e7a-af8e-4721-93db-09f12f1337be,E62,Gibyte
0189ccb1-52b9-4daf-b591-c05a8a136946,E63,Mibyte
1e667468-73ab-426e-84aa-98f71e6bf64a,E64,Kibyte
702a89c4-73d0-498e-bcd8-bb570e156f49,EA,Each
b41172c1-263b-465e-9c47-0a09e8c86063,EE,Enzy.Units
8b4e794e-b511-4aa6-9f90-8a17095c8ae0,EML,Enzyme/ml
d5d2d725-6cbd-446a-894b-0c758de92af2,EXR,Ex.Rate
d6f6daa5-5283-41c4-9af8-b177eb0f432a,F,F
91dab425-38bc-493c-a5ba-2ad7a1417e90,FA,°F
54ff05db-1da1-4c43-9d0b-f970757f4d53,FAH,Fahrenheit
ed8818ec-bb06-4a18-ad40-db6503795b19,FT,Foot
19ee8246-b674-4b29-987c-7daee6ad748e,FT2,Square ft
40422c3e-6152-47d3-b2ba-14767fddbadd,FT3,Cubic ft
21d45b2b-d2a9-4d0f-a531-d1e059f61ae6,G,g
8538bc29-8eec-427b-8b60-44bf8ee4a920,G/L,gai/liter
c5c8ec48-b5b8-435b-b08f-a97b39f9d12b,GAU,Gram Gold
3f66baab-9ab7-449a-928a-50647e192f5d,GBQ,GBq
0f9be956-b25e-4eb4-a744-19aecfe871e1,GC,°C
0b909466-3ed7-42b6-98f5-0dd95bf000af,GGL,g/gal
d2053616-91eb-410a-9ef0-c0089c1b29cb,GHG,g/hg
8a6e8d86-6ac4-44ec-ad62-4bd4c6ec54cb,GJ,Gigajoule
990a32d1-41d2-4ae4-b78f-b8e7fdb6d30a,GJK,GJ/kl
245f0380-b0d9-4262-b7a4-d072e2775bca,GJT,GJ/t
bbae65e1-460a-44aa-8d6c-14f3cc894a44,GKG,g/kg
b05d984d-5453-4d80-933d-b22f4bff38df,GKH,g/KWh
2ee80318-9677-43f9-889f-b961b51f5995,GLI,g/l
ee046992-ee42-4a4c-aba5-dd8b63f0e911,GLL,US Gallon
88c2632f-b1d9-448b-8025-e8deb98a13d8,GLM,Gal/Mi(US)
05fc3253-20ac-4373-b6cd-d475084f44fa,GM,g/mol
5c39e5a9-2834-4c9a-82b9-6a24339d9d73,GM2,g/m2
08aa341f-9bf7-4269-a3a8-affcf824cbbf,GMB,g/MMBt
3e8f7386-a92e-4e91-8b13-df0d097e40de,GPH,Gal/hr US
5c18daf0-90d6-4a05-99bd-6115ad6541ef,GQ,µg/m3
77c69b39-79f3-4eca-b0de-1f43eec78803,GRO,Gross
3dd1d6e2-74f5-4c05-bdd7-dc9fa0d2ba66,GT,g/t
c4d541ae-e951-4385-8034-ed86a535cc13,GUT,g/ton
54cfc3cb-40b1-4074-893a-89340c05be58,GW,g act.ing.
52397b8b-2b93-40f7-b78e-c04420885e80,H,Hours
cd5438e4-5f16-4d05-a979-7c9718600b06,HAR,Hectare
1f1e74da-80cb-4e87-8f35-7caf0b913d09,HL,hl
87cc2ea6-dd74-47c1-a9d7-b837f77db837,HPA,hPa
dc318f3a-0568-41f8-a527-eaf7f7f766aa,HZ,Hz
3215057d-bd60-4c13-b267-f2a61936c542,IN,Inches
22f7ff3a-c4ba-4f81-ac97-a76a010681a4,IN2,Inch2
d91e82fb-c3c6-42c7-82c9-b7673bba2b63,IN3,Cubic inch
ff16c717-40b9-4690-9c63-02ef31ea3ce0,J,J
74ff955d-60a8-49ae-a634-f22cf324d7d6,JHR,Year
04a03acc-a855-4fb8-af2c-1db586837473,JKG,J/kg
899c557e-c896-42d9-8d68-f792bd8ca4b6,JKK,J/(kg*K)
0c8e3728-d6d9-4f1a-9e4c-6f0dfc0c98f2,JM3,Joule/m3
e6079c44-13dc-43b8-bd64-fccfdc16fe9e,JMO,J/mol
57fe90b9-34f1-4606-8ac9-e2122ec08b90,K,K
8f8e90e4-36b8-493b-9583-cb66a023da39,K3,KVArh
7bf298aa-6046-4446-a61e-d301a53488ab,KA,kA
fbe1bd4a-0832-4734-9bb1-dc27ab8b42ea,KAN,Canister
3f5dddfc-58c0-4195-a71d-073bb0e53c5a,KAR,Carton
c675ff0b-c802-41e4-b39e-20f87e6acc24,KB2,kBq/c2
11363b3d-00ad-45e5-b336-8a989fbe549a,KBG,kBq/g
0008c1e9-8720-4847-a6ed-3589cc192932,KBK,kBq/kg
dbcfb90d-407a-4c05-9582-2334933bbd4e,KBQ,kBq
d847e6fc-7af8-4137-91b3-67a46e89c9dd,KEL,kg/KWh
b16abcf0-b580-4e35-a541-dedd0b6652be,KG,kg
a82e487c-d72b-4dc8-98a0-4eeb162f57aa,KGF,kg/m2
a630eda5-da05-494c-bc85-cd99bbe7171b,KGH,kg/h
13af0805-5ab6-4786-80f6-04378e4daab9,KGJ,kg/GJ
9e551a5b-014c-41f5-a358-6f5170b98dfc,KGK,kg/kg
2c1501fe-052d-4e47-8154-fed1e7eef51f,KGM,kg/mol
67af2822-a8fd-45a7-8950-0c4135d79ad1,KGS,kg/s
ee2297d0-83ad-4c3b-9655-0baf30b1f95c,KGT,kg/t
8d391d68-637b-4cfd-b0f5-6496b2cf74d2,KGV,kg/m3
c9e5dc64-05a6-49fd-9b71-4750e9433681,KGW,kg ac.ing.
992e738d-ea36-4610-9821-3c673510bc30,KHZ,kHz
37e0d690-ff09-4ef8-8109-02cc217b5cec,KI,Crate
f9938bac-312b-4229-aa10-1446877d1479,KJ,kJ
651c574c-ff6b-44dd-a709-3d80d8529338,KJG,kJ/g
3948ea80-8c3f-4924-8c2e-cc563ef9e320,KJK,KJ/kg
8b61a6fd-1659-47c8-b6f2-3a224599f0eb,KJM,KJ/mol
e914f64e-4f0b-41c8-8430-04a3cb96a2b2,KKW,kg/MWh
30bc957f-37bb-43b5-9f96-b80a13d749e5,KM,km
c7b5b041-ac48-4f52-9798-1bdeb4d040c3,KM2,km2
7c9c2807-264f-48b5-8ba6-3ece14b82564,KMH,km/h
71c21e1f-5b27-4c29-9690-5bca8f406446,KMI,kg/min
433a59f7-9504-4bfc-908a-0fe73b05d9d5,KMK,m3/m3
edbd769d-bd31-4404-94c6-7862534f1b93,KMN,K/min
86118aa1-052a-4b9b-bed5-a985e9d0a05e,KMS,K/s
46cd5711-2991-47e6-a4ea-50b14c4ec255,KOH,kOhm
681b8fe1-ebf5-4d43-9a0a-0225a5952398,KPA,kPa
6d8ed2f1-df63-46e7-980c-f3b513a06f70,KT,kt
9f4b37ff-9301-4083-a83a-0cd83991d7e9,KV,kV
edcc7257-5242-4cd5-bc38-c1bc71726457,KVA,kVA
44d80f1e-81d6-42aa-aac9-131ca04e5b2c,KW,KW
0b46857c-e891-471c-9c55-2ae936888eb4,KWH,kWh
4a0e3b25-881e-4e8c-8365-a1f09f779a99,KWK,kai/kg
77907fcc-7fa6-4509-90cd-7c690678c450,KWM,kWh/m3
a65a2570-e320-4fb7-9082-f87d68ce6f48,Kcl,kcal
74898258-cc67-419e-b6a3-d0398a630bad,L,l
bea38136-5bb8-4710-80ee-2835fa73d85e,L2,l/min
0f8d3ef5-89d6-434f-90ce-4c3d7def7ed9,LA,LA
ffca43a8-2362-4050-8771-1754feb60487,LB,Pound
c6e608db-456c-4f20-87d6-0fb20e8cae47,LBJ,Pound/Year
4e9d2209-9468-4a62-81a4-3770984dddd0,LBm,Pound/Mon
eda484cd-bfc5-415a-96e3-376781b51985,LE,AU
803a36a9-ae59-431d-add0-aee4266d0c0b,LHK,l/100 km
85ae7b87-7c68-4ba9-a0d0-9682ac328aff,LM,m/Piece
70c882ab-6ccc-4298-816e-d4784798bf64,LMH,lb/MWh
4bc89b53-7efb-417c-bfda-a06d722fc59e,LMS,l/mol.s
e3298a5e-3be8-4461-b2d3-ae86e4d1b84d,LPH,Liter/hr
c623b151-2906-4ca4-aa44-4a1f0e09c763,M,m
567bef3d-e97a-417f-90ad-329209ebe341,M%,%(m)
1c20ea5a-7e83-4e7e-8aea-7a77cd268a0f,M%O,%0(mass)
a18c92db-1855-4ac7-ba4f-f093a6911c7e,M/S,m/s
b487d0c3-d4dc-4bb3-bb6c-75135b64d18e,M2,m2
8f9bac42-3fbb-425c-9bcd-cd618e7c1b53,M2C,m2/cm3
c4102b3a-7723-4d56-b628-a7a4b8a4861a,M2G,m2/g
8d355648-d1ee-4f80-9a25-0149257def32,M2I,1/M2
211211d8-8d56-41ee-9a19-798fc108787f,M2K,m2/kg
e46f476b-6aeb-4e3e-bd7f-0e910c254be9,M2M,m2/m3
6bb25dc5-5140-45e6-ad81-bb4956950f1c,M2S,m2/s
f34cdc8a-f703-4a37-bd9f-ab5d6db1a3c1,M3,m3
9b07dd3e-f4b3-4d83-9556-75b9637dca4e,M3D,m3/day
57654ab2-1779-4fda-8d39-effb7706106e,M3S,m3/s
00953f6f-869f-4ece-bba0-9fe29bad1a4f,MA,mA
b9ef9412-38df-4e07-a9cb-614002129a12,MB2,MBq/c2
419a89b7-65d9-4f35-9c27-219dcb158f14,MBA,mbar
baa33f2b-6025-4708-a13d-a1d3e1fb77b4,MBD,MMBTU (SD)
3c6005c2-c17d-4814-9f3b-29983ee30eab,MBG,MBq/g
38f29795-a29e-4e2d-8210-a3249a5cb681,MBQ,MBq
066067f5-5be8-40ef-82c7-4333b06ac1a2,MBZ,m.bar/s
84522050-38cf-4030-9c93-ed17c5d29235,MC1,"MC1 15,025"
a939bb85-fecc-4c34-929e-d7ff88b83f4e,MC2,"MC2 14,730"
38f0d6ca-9cf4-4023-88ee-b05483207991,MC3,"MC3 14,650"
82ca8110-b669-4f60-8d55-cebde140755e,MCF,MCF
45ee491c-cee0-4644-a354-7d72b9ce5ecf,MEJ,MJ
a2ae6597-ccc8-40db-b02a-0272d70ce33e,MG,mg
037ab3b3-c726-49a4-abe6-ab0f23c09db4,MGF,mg/cm2
e7a67488-1a3e-4fe4-b7ec-c3699dc77608,MGG,mg/g
177e19f4-fd18-411f-9661-f529f47c0df1,MGJ,g/m3/kpa
3c4535c0-05c9-45a7-8ef4-b2428c20e825,MGK,mg/kg
c6b6d3f3-a1c3-4fbf-856d-ae02283765a1,MGL,mg/l
ebf6d907-6414-4aee-bcd7-179d69401208,MGQ,mg/m3
6bfe5d61-24b5-4668-947a-85c0bab4047d,MGT,mg/t
4830f0a7-ae1c-455f-92b5-85b9773a9b01,MGW,MW
24704738-e6fe-428b-a001-1e2eb5d257c4,MGq,mg/10m3
6379b5b0-d0b1-4e96-a19a-ad502fcea311,MHZ,MHz
9c1f2ca0-3222-4a7b-a66b-33c0b17afc9b,MI,Mile
2c15ebd4-1ee9-412f-b2aa-02a053ed1e7e,MI2,Mile2
125a5e48-2b56-4dd9-ba1e-69c1a2f8bf47,MIL,Milliinch
3cf57dee-ac67-4795-bc8d-d385299f32dc,MIM,µm
b1b0b1fb-6be3-40be-bb55-4f4e3d2c68be,MIN,Minutes
b3ee9928-4452-4c23-b3b0-42d40d3c988f,MIS,µs
17d1b448-b016-4933-900d-956ea2872a32,MJ,mJ
8e205a9a-ab0d-4cc0-a496-4a5da4b55420,MJK,MJ/kg
1703f6e9-229f-49ad-97c0-c168c9022676,ML,ml
d7fe9947-90ba-4732-adc0-7bc2cd06b9a6,MLK,ml/m3
dda12f52-c1aa-4a13-9471-a02034be08b4,MLR,Mega Liter
b5b2f38b-50ab-43d7-ba12-96314a4ee617,MLW,ml act.in.
05fa134b-48cf-47b6-9824-3c1791d8233b,MM,mm
8227fbcb-58b6-4548-8f50-b47c12c248f4,MM2,mm2
25cc738c-b450-4394-ba65-e0d1dd768c55,MMA,mm/a
40435d94-f853-42fd-92d0-e2ebd9538e7e,MMG,mmol/g
6c7747ff-bf02-4d65-8758-a2b2a0f4f06c,MMH,mm/h
bd563d9d-0345-418b-894e-8a832ba6b485,MMK,mmol/kg
91b7b0b3-f162-4c17-8e69-81440d8c0b6d,MMO,mmol
f737f2c2-0b42-47f8-b5dc-a8dcc9676cb0,MMQ,mm3
dc9c7f8c-9e51-4355-b624-db859bf6cbce,MMS,mm/s
2c6b26fa-a07a-4454-922b-d2021444fdef,MNM,mN/m
d799f5f6-8cd9-4c88-b4ca-77623e0709f2,MOK,mol/kg
13c25903-7054-46dc-b7e6-6d70abfb61c5,MOL,mol
7145a6f0-1636-4923-abe6-45795457dd01,MON,Months
f71e5073-0e90-4328-96a5-d86fa5c4a167,MPA,MPa
b97c15b6-a1e3-42b3-85f9-93291e8f5b46,MPB,ppb(m)
3c054773-726e-475f-b2a4-99045cf7bc33,MPG,Mi/Gal(US)
81581539-30bb-4e1d-8abb-05ed40a20ce4,MPM,ppm(m)
315564cd-3165-4327-8e32-86fb48b2d4ba,MPS,mPa.s
aec69f50-f5b2-4e3b-b0a7-3f2dcecbb542,MPT,ppt(m)
b1637a5d-0e70-4224-b0a8-8b041fe8d848,MPZ,m.Pa/s
3cf6101e-cbae-4c37-8360-c9ebecb80392,MQH,m3/h
97e12acf-a3f8-4d00-8738-9abc7fa26bd2,MS,ms
83bbf0b2-d68d-436b-8828-6b8255c6ff72,MS2,m/s2
e4dcc7d9-cdd8-47dc-a2b9-819f68839cac,MSH,mSv/h
6365f548-edcc-4082-bd0f-f4b842c4c81e,MTE,mT
99815954-5776-45d2-956b-67ab4efbbf50,MTM,Mppcm
01fbfe68-0766-40b1-8a6c-18a9212c7246,MTS,m/h
630c35a4-e438-41c6-b4c3-1cc65919b6a1,MTf,Mppcf
9f6ace09-d047-42b6-bac0-0bfbde4311fa,MV,mV
3c6bdbb2-5f36-4f78-9b6e-b569a14b8245,MVA,MVA
5f8434e7-69ac-475c-9e74-f1c2a5495e6d,MW,mW
f15df978-beda-44df-8337-6ee126ffe224,MWH,Mwh
230aac3d-22b4-43d2-9d32-9fb1970af6e0,N,N
b9157eac-e3d9-444c-9cb5-6772df77c627,NAM,nm
71d3c40a-cd6e-4238-a525-80ec35e1a74f,NCH,ng/(cm2*h)
efe87e3f-6422-455e-909c-23f3b7333c01,NGT,ng/t
d4269923-141b-4f59-a841-a04b28811506,NM,N/m
d56d8e6e-8896-44cd-a07b-9fc6a00ab60e,NS,ns
7fa77c2a-daae-47b6-8ede-d3fe8c0ecb5d,OCM,Ohm*cm
597475dd-b281-42b2-90bd-f56514c8df76,OHM,Ohm
0c447e71-74df-4d22-936e-35166a2e924e,OM,Ohm*m
68ec90e0-a6c8-4bde-80f0-f92deecd84d4,OZ,Ounce
98585086-9f69-47f4-97fe-3d0cd627256a,OZA,Fld.oz US
9897ee80-20e5-4fb5-a816-51d70f638f19,P,Points
c5cbfaba-d35d-4001-8671-7eeb92e66904,PA,Pa
f6748f3b-5ab9-4e91-8385-9af3303fe22c,PAA,Pair
4e0fc5f8-8f76-402d-ad97-55ad83bae394,PAK,Pack
2ac5a380-9bac-4891-9e92-1629c932d55a,PAL,Pallet
acd48657-e8c2-47d6-9df5-b06fc314cd40,PAS,Pascal sec
f7225954-be77-49e6-95a5-4e890f5be09a,PCT,Group prop
0fc629af-663d-4963-9019-46f653a667be,PDA,Cons. Days
fa33c6f3-1035-4f85-b86b-3fd769d9ae52,PMI,1/min
35637e0c-0c11-4940-8277-fc62cfc586cb,PMR,kg/m2*s
db3542b7-2a35-43b7-b3b7-eeb527055058,PPB,ppb
c9865b5b-052b-4d06-8504-74c67bc81940,PPM,ppm
351e0e21-a8f1-431e-a489-47f21c9f21ac,PPT,ppt
782694b4-0860-494c-926d-a1ea112ad058,PRM,ug/cm2*min
15459c55-fb63-410f-9aa1-9f16ead53dd0,PRS,Persons
049cdfde-dc39-415a-a943-48c553b6a973,PS,ps
b0ed2e9c-606c-414f-9d6d-ccb4e4141112,PSI,PSI
57247d90-e535-4e0c-91bf-225ab9f9a498,PT,Pint US l
accb044f-1fd7-4e98-8f4a-9e09149ed179,QMM,cbm per m
a7d80044-9e21-4a8a-bd07-2f8b532b2d98,QT,Quart US l
ea551ff3-d29a-44a4-b91b-c55d0d5fb46a,RHO,g/cm3
bb6fe0ea-7616-4820-95b5-73285e83da43,RKG,1/kg
f6ad2a11-ca91-47f8-8d02-51a611376fdb,RMG,1/mg
4576dad3-700d-46d4-a783-8f397d5697a1,ROL,Roll
5c14c844-2a8b-4fda-b72a-76d590bbb116,S,Seconds
81c33306-9bad-48b4-b056-94f4b23c5238,ST,Piece
b4527f80-6581-44c5-9af0-2d691cdf395d,STD,Hours
f7f4a4e4-ab84-4010-a4fc-8ca3586291e9,SVH,Sv/h
e3ad852e-a90a-423e-af0d-ab75408f866f,SVS,Sv/s
fc85681a-b264-4b96-955b-5ccfd309a123,TAG,Days
7621031a-8722-4ab2-abf6-57244a58066d,TBQ,TBq
9209e0f0-132d-49db-b285-927274956be2,TC3,1/cm3
f972b6d1-fc2b-4e51-a878-de218c01bbf4,TCM,ppcm3
3d83cbdb-d353-413a-81a6-474391155413,TES,D
d4d4b833-4000-406c-917e-b33aeffb0ffb,TEU,TEU
30807024-c6c6-4aaa-b343-bb167bddc917,TH,Thousands
c7f93c8a-dc2c-46f5-8ae8-22a34272c2ee,THA,t/ha
a5b06c32-49c3-41bf-aa4d-a4a4b561a0ca,TJH,t/Year
c3b754a3-0373-4e18-8a81-22a55c9e1288,TKL,t/kl
39c24ae6-7ba7-41a2-a511-7a643ed21c12,TKT,t/kt
3b2d3316-4327-4659-b11c-d32eac2275b8,TM3,1/m3
0ce7f2df-d8d3-432f-b3b2-fd41fff52121,TO,t
637998d2-3e25-4eaf-8c6d-dcc92d341505,TON,US Ton
d59ae902-c919-45f1-ab04-54a3d5939dc0,Tmt,t/Month
8fa360fa-412f-40f0-95b4-c53ef0ae569d,ToS,t/h
5293970a-e809-4a3b-968f-4f84846ad83d,Tot,t/ton
e85e3606-47d8-4cf0-a009-f948fc4d5a16,UG,µg
3a188929-4b9a-407e-8c02-39145db10938,UG6,US Gal 60F
80f17c9e-2b08-47f8-9172-a2f00382e87e,UGL,µg/l
368a2e4e-00ee-4cd9-80ce-c98f3804f375,USH,uSv/h
3f6b532a-f250-4bef-962b-c09eaaad7933,V,V
4c9ac982-6997-4f7c-bf70-84fae1e71e5a,V%,%(V)
9e79571d-fabf-40b3-b891-5c0a5017d9b3,V%O,%O(V)
e1f56288-cb94-4a4d-80c2-dc66b7ac921b,V01,µS/cm
a73deeeb-0fc7-4abf-83c8-b53d2c74486d,V02,Millimol/l
fcd12848-5c8c-41b9-87de-09e322bea2bc,VAL,Value
5ed52c57-f775-45a7-92a3-87a508b19d2e,VPB,ppb(V)
8985bb0d-4002-46a5-84f1-7a8b71c9c16e,VPM,ppm(V)
af70bd7f-bde9-4e19-820a-0728e1315059,VPT,ppt(V)
885020cc-2e3f-46af-9dc0-900ee061e2a7,W,W
9f02373f-7446-48e1-9dba-b3b488dcb8ca,WCH,Weeks
307d6e77-cad5-4366-a120-5503d63d1216,WMK,W/(m*K)
0ed37af9-74a1-429c-9988-e31e66b96557,WMP,Wm-2 ppb-1
a6e03b5d-34e2-4b4d-9a24-c95217e4fea2,WTL,kg/s*m2
aec50ec0-9220-46c3-ba09-2be815bd10c8,YD,Yards
6ce3c90c-3207-433c-9f5c-86a693aa909a,YD2,Yard2
c21ffd5a-22db-47df-b9d5-e3f834b65692,YD3,Cubic yard
49004e6e-7ca6-44ce-9c6c-4bb3c62fa999,bJH,BTU/Year
9dc70c7d-4637-46b3-949c-e646e57d8b47,bMO,BTU/Month
aa7fd3be-4c6f-4674-86c8-b10503a5c4ab,bbl,Btu/bbl
d716c10a-aa1e-4789-8c84-b5d6550b9bc6,bft,Btu/ft3
56747b80-adde-4b79-96c4-dacc9661ee5f,bgl,Btu/gal
e2cc174e-f357-4374-b06e-7c7c87299117,bsc,BTU/SCF
a8a14035-b87a-4306-8759-64ac34b59285,btl,Btu/lb
2f4863da-e47a-46aa-ac16-c9999140668e,fcm,Fibers/cm3
9a2caf3d-a10a-467a-bb29-ded8e9023318,fm3,Fibers/m3
67a680d3-81d3-4724-a96d-0bd6b397c005,fml,Fibers/ml
0a3e2986-ad87-4169-82f5-c915700ed13c,gGJ,g/GJ
77e53426-92ac-439c-a3ed-78042669cbbb,gj3,GJ/1000m3
d4c3b77d-0896-441d-b548-b4b2f86eeead,gjm,GJ/m3
188ecad0-3c6c-4603-bfcd-2b029e10d85c,gjt,GJ/ton
ce675294-0b44-4085-b004-0aa7139b548e,gml,g/mile
b62fe173-085b-43d0-b2c2-6266b175adab,grh,g/h
912515b0-87bf-4c3e-9908-b2e2b469789a,jm3,J/m3
4eb6e800-9b24-41e9-ac60-632ba3147cc4,kgb,kg/bbl
cce98902-e2f7-49aa-b16b-1eaf77f9c97f,kgg,kg/gal
3be57c4f-68ad-4150-989c-f66612717d32,kgj,kg/J
7fa91bc1-aa0a-4b26-be8f-360176285706,kgl,kg/mile
88881dce-0aec-495e-920f-e3eeabcb3140,kgm,kg/MMBtu
d9f644f4-cd2f-44b7-a1a4-23e99f17441e,kgs,kg/scf
5fb8bc77-d1ff-4dad-8b14-6b8a951c4ec1,kgt,kg/ton
098a03c7-1917-41bc-bbb5-999cfe346ecc,kml,kg/kg mole
2b465394-3969-4a57-9837-8ac330fc3387,kmt,kg/m
2bba83e4-dda6-4853-b807-876b5013ee46,kwk,kWh/kg
ab5a1c04-28cd-4fe3-aa95-009c7f20fd57,lbb,lb/Btu
6d157076-d7c8-4585-9a46-d378b60ba640,lbg,lb/gal
6aa55e31-c2b2-4960-af04-706998ea5cfb,lbl,lb/lb mol
49dd9273-1b6a-4b30-a0e0-181a780b9b2b,lbm,lb/MMBtu
b5b039e1-0f2a-4c94-8ba7-0a08ab83e730,lbs,lb/scf
cc225e7e-c5fc-49fa-b06c-f77cd22b7987,lbt,lb/ton
e4c868bd-773a-4760-8d6f-a3cf6d342142,lcm,l/cm3
def976f3-efd4-4e0b-adea-fa5a85435608,lhh,lb/Hph
7f43f500-45bd-40f0-bf3b-29fbcae96c64,lht,lb/HTHph
1478fbc4-9a09-4ab2-85d8-e27653952927,lmf,lb/Mft3
dcea6d2b-b9da-4105-afd4-c9a0686f8d4e,lmg,lb/Mgal
c62ed681-8601-40fd-8971-7cd8961c9595,ltb,lb/Tbbl
3d0f167e-5f9b-43db-a027-9abe594d6350,ltf,lb/Tft3
924eadd4-ca6f-4c1b-8783-1070add7b6d2,ltg,lb/Tgal
06e0e8ab-d84b-4edd-9342-cca023a430e3,lth,lb/THph
